time_element,username,post_text,thread_page,post_text_cleaned
4:43:00 PM,Centex48,"One of these teams is playing like it’s senior night at home with bowl eligibility on the line, and it ain’t Tech.",12,"One of these teams is playing like it’s senior night at home with bowl eligibility on the line, and it ain’t Tech."
4:43:00 PM,hawkspur,Another game that is simply a ****ing chore to watch.,12,Another game that is simply a ****ing chore to watch.
4:43:00 PM,Bighunk,Our coaches just got their ass handed to them on that fake punt.,12,Our coaches just got their ass handed to them on that fake punt.
4:43:00 PM,CoachE323,  koman1 said:       Hate to say it  Being significantly out coached today    Click to expand...  Again*,12,Again*
4:43:00 PM,rimbo74,Coaches are getting played,12,Coaches are getting played
4:43:00 PM,TechRocks,Man.. UCF playing high level chess and Tech is playing checkers,12,Man.. UCF playing high level chess and Tech is playing checkers
4:43:00 PM,techsan111,This is 2022 Baylor vibes. We’re about to lose by 30,12,This is 2022 Baylor vibes. We’re about to lose by 30
4:43:00 PM,AusMan,Getting out coached.,12,Getting out coached.
4:43:00 PM,Estebanito,This team ****ing sucks. Worst tech team since Kliffs worst year,12,This team ****ing sucks. Worst tech team since Kliffs worst year
4:44:00 PM,CTB19,Imagine showing up this prepared for a road game,12,Imagine showing up this prepared for a road game
4:44:00 PM,redraider2007,We don’t deserve to make a bowl game,12,We don’t deserve to make a bowl game
4:44:00 PM,rimbo74,WTF are we doing!,12,WTF are we doing!
4:44:00 PM,jblidell,0-2 on analytics,12,0-2 on analytics
4:44:00 PM,WelkerforPresident,Gus prepared>Joey,12,Gus prepared>Joey
4:44:00 PM,Froda,Yeah coming hard after that. I hate trying to block kicks personally. Feels like more bad happens than good.   Unfortunately this team looks faster and tougher and much better than us.,12,Yeah coming hard after that. I hate trying to block kicks personally. Feels like more bad happens than good. Unfortunately this team looks faster and tougher and much better than us.
4:44:00 PM,Centex48,Defense isn’t set for a wildcat formation on the 1 yard line. That sums up the start of the game.,12,Defense isn’t set for a wildcat formation on the 1 yard line. That sums up the start of the game.
4:44:00 PM,SwampRayder,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  Probably not with this coaching staff.,12,Probably not with this coaching staff.
4:44:00 PM,jopritch,It’s still early.,12,It’s still early.
4:44:00 PM,Mtterrell,Boat racing has commenced.,12,Boat racing has commenced.
4:44:00 PM,Jsnid,Is the UCF offensive coordinator available for hire?,12,Is the UCF offensive coordinator available for hire?
4:44:00 PM,ConjugalVisits,  Estebanito said:       This team ****ing sucks. Worst tech team since Kliffs worst year    Click to expand...  This years defense with Kliffs O would be awesome,12,This years defense with Kliffs O would be awesome
4:44:00 PM,raiderlex,Better get a tuddy here pretty quick in the second or this is gonna get UGLY. Just doesn't seem like the passion or fire is there which is unfortunate.,12,Better get a tuddy here pretty quick in the second or this is gonna get UGLY. Just doesn't seem like the passion or fire is there which is unfortunate.
4:44:00 PM,CactusOnTheBrazos,Literally walked in for a TD. Sick and tired of being lied to by an ignorant staff.,12,Literally walked in for a TD. Sick and tired of being lied to by an ignorant staff.
4:45:00 PM,SoCal Raider,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  Probably 50-50.....we'll probably be picked about 11th in a 16 team Big XII conference.,12,Probably 50-50.....we'll probably be picked about 11th in a 16 team Big XII conference.
4:45:00 PM,AustinRaider6,We are not a good team.  Plain and simple.  We have the worst offense TTU has had in the 21st century.,12,We are not a good team. Plain and simple. We have the worst offense TTU has had in the 21st century.
4:45:00 PM,DFWRaider2,Ok we’re done with Tech football and are leaving to go grab a couple of drinks.  This crap against a directional school on our home field is more than we want to take.   Thank you Defense for playing hard and at least trying to salvage this shit show of a season.    ****ing terrible.,12,Ok we’re done with Tech football and are leaving to go grab a couple of drinks. This crap against a directional school on our home field is more than we want to take. Thank you Defense for playing hard and at least trying to salvage this shit show of a season. ****ing terrible.
4:45:00 PM,Rolf C,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  I think he'll catch some of the mysterious drops Tech has had this season.,12,I think he'll catch some of the mysterious drops Tech has had this season.
4:45:00 PM,TTU15Fan,"Ok, fine, we can’t execute. Why does the defense not even know where to line up pre-snap?",12,"Ok, fine, we can’t execute. Why does the defense not even know where to line up pre-snap?"
4:45:00 PM,TexasOL05,i hope the recruiting pays off because these guys coach game days like they have never seen a football in their lives,12,i hope the recruiting pays off because these guys coach game days like they have never seen a football in their lives
4:45:00 PM,Sectornaut,"Welp, enjoy the rest of y'alls weekend. Happy Thanksgiving!",12,"Welp, enjoy the rest of y'alls weekend. Happy Thanksgiving!"
4:45:00 PM,alamoraider,We couldn’t stop the wildcat last week,13,We couldn’t stop the wildcat last week
4:45:00 PM,ttuboat,  techsan111 said:       This is 2022 Baylor vibes. We’re about to lose by 30    Click to expand...  If we’re lucky or they let up.,13,If we’re lucky or they let up.
4:45:00 PM,82 Matador,They have way more dudes than we have.,13,They have way more dudes than we have.
4:45:00 PM,kswid27,We are not well coached.,13,We are not well coached.
4:45:00 PM,TheSunshineScooter,I think I'd rather go scrub the toilets...,13,I think I'd rather go scrub the toilets...
4:45:00 PM,GrimTrader,I'm going to try and speak this into existence and say we finally get our shit together next drive. We can absolutely put some points on this team and need to stop fvcking around now.,13,I'm going to try and speak this into existence and say we finally get our shit together next drive. We can absolutely put some points on this team and need to stop fvcking around now.
4:45:00 PM,PHF_TTU,We really need this coaching staff to recruit and then hand it off to a different staff to actually coach,13,We really need this coaching staff to recruit and then hand it off to a different staff to actually coach
4:45:00 PM,Dabox23,Does our defense and special teams not realize that Malzahn will try unconventional stuff?  There’s a reason he was at Auburn for so long. Had to try something to compete with Bama.,13,Does our defense and special teams not realize that Malzahn will try unconventional stuff? There’s a reason he was at Auburn for so long. Had to try something to compete with Bama.
4:45:00 PM,Froda,I’m still pissed we don’t have 6 and didn’t stopped them on this drive. ****ing idiotic to let them fake you that easily.,13,I’m still pissed we don’t have 6 and didn’t stopped them on this drive. ****ing idiotic to let them fake you that easily.
4:45:00 PM,lonewolftacos,I’ll take jimbo,13,I’ll take jimbo
4:46:00 PM,CactusOnTheBrazos,"Joey needs to quit bitching. It’s literally YOUR fault we are down 14-0. This is not a high school game, FITFO!",13,"Joey needs to quit bitching. It’s literally YOUR fault we are down 14-0. This is not a high school game, FITFO!"
4:46:00 PM,redraider2007,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  You’re gonna have to do it with a bunch of redshirt freshmen and sophomores.,13,You’re gonna have to do it with a bunch of redshirt freshmen and sophomores.
4:46:00 PM,chaseallen_44,Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.,13,Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.
4:46:00 PM,4RunnerRaider,UCF looks pretty good and we aren’t helping either,13,UCF looks pretty good and we aren’t helping either
4:46:00 PM,TechRocks,Man.. Tech’s two f’ups on offense really really hurts.,13,Man.. Tech’s two f’ups on offense really really hurts.
4:46:00 PM,NismoRaider,Call a time out if you aren’t set. Christ.,13,Call a time out if you aren’t set. Christ.
4:46:00 PM,Tech Addict 06,   ,13,
4:46:00 PM,TechFan88,Why didn't the ref stand over the ball if UCF subbed in their QB? Why did our guys have to run on for defense?,13,Why didn't the ref stand over the ball if UCF subbed in their QB? Why did our guys have to run on for defense?
4:46:00 PM,Estebanito,this is why I haven’t been back to Lubbock to watch a game in over decade. Trash football all around,13,this is why I haven’t been back to Lubbock to watch a game in over decade. Trash football all around
4:46:00 PM,KRaider,Remember when this UCF team lost to Baylor?   ,13,Remember when this UCF team lost to Baylor?
4:46:00 PM,raiderfan77,Nice return…go get points.,13,Nice return…go get points.
4:46:00 PM,MrLobster420,NO FLAG WOW,13,NO FLAG WOW
4:47:00 PM,tblackshear22,I’m so tired of watching our damn team give away games year after year. Can’t we just have one good year where we play smart?,13,I’m so tired of watching our damn team give away games year after year. Can’t we just have one good year where we play smart?
4:47:00 PM,mxraider,"  DWDJR said:       The other coaches are significantly better than ours.    Click to expand...     koman1 said:       Hate to say it  Being significantly out coached today    Click to expand...  We say they more often than we should. Feel like nearly every week.   ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  Next year is supposed to be a rebuilding g year, so I’ll go with no.",13,"koman1 said: Hate to say it Being significantly out coached today Click to expand... We say they more often than we should. Feel like nearly every week. ttuboat said: Alright so 5-7. How we feel about next season? Can we make a bowl with Micah? Click to expand... Next year is supposed to be a rebuilding g year, so I’ll go with no."
4:47:00 PM,jbryanford,We've had three explosive plays now and still down 14,13,We've had three explosive plays now and still down 14
4:47:00 PM,Dynomite Dolemite,  82 Matador said:       They have way more dudes than we have.    Click to expand...   3rd tier Florida guys are = tier 1.5 Texas kids.,13,3rd tier Florida guys are = tier 1.5 Texas kids.
4:47:00 PM,J25TxTech,  raiderlex said:       Better get a tuddy here pretty quick in the second or this is gonna get UGLY. Just doesn't seem like the passion or fire is there which is unfortunate.    Click to expand...  Crowd isn't great either. No energy. Seems like the second half of KSU.,13,Crowd isn't great either. No energy. Seems like the second half of KSU.
4:47:00 PM,teezer2,Lots of Tech fans crying about UCF not belonging in B12.   We look outclassed,13,Lots of Tech fans crying about UCF not belonging in B12. We look outclassed
4:47:00 PM,blackswarm93,Brooks is a beast,13,Brooks is a beast
4:47:00 PM,wreckem88,Nothing left to be said. It is what it is.,13,Nothing left to be said. It is what it is.
4:47:00 PM,jbryanford,RUN BROOKS RUN BROOKS MIX IN SOMETHING ELSE EVERY ONCE IN A WHILE.,13,RUN BROOKS RUN BROOKS MIX IN SOMETHING ELSE EVERY ONCE IN A WHILE.
4:47:00 PM,koman1,Tahj wants to win   Toughest runner in CFB,13,Tahj wants to win Toughest runner in CFB
4:48:00 PM,raiderfan77,UCF has one of the worst run defenses in the country…pound the ball with Tahj.,13,UCF has one of the worst run defenses in the country…pound the ball with Tahj.
4:48:00 PM,Centex48,  TechFan88 said:       Why didn't the ref stand over the ball if UCF subbed in their QB? Why did our guys have to run on for defense?    Click to expand...  Seems like our coaches thought they subbed and apparently they didn’t.,13,Seems like our coaches thought they subbed and apparently they didn’t.
4:48:00 PM,CactusOnTheBrazos,Should be 7-6 heading into the 2nd but Joey thinks he is still at Cedar Hill.,13,Should be 7-6 heading into the 2nd but Joey thinks he is still at Cedar Hill.
4:48:00 PM,ttuboat,  redraider2007 said:       You’re gonna have to do it with a bunch of redshirt freshmen and sophomores.    Click to expand...  I’m not gonna have to do shit,13,I’m not gonna have to do shit
4:48:00 PM,txtechx,We better get the running game going. Joey take the points!,13,We better get the running game going. Joey take the points!
4:48:00 PM,aliefallstar,"“Analytics” operate in a vacuum, not in the reality of having team that struggles to score especially when giving up all momentum",13,"“Analytics” operate in a vacuum, not in the reality of having team that struggles to score especially when giving up all momentum"
4:48:00 PM,kswid27,  J25TxTech said:       Crowd isn't great either. No energy. Seems like the second half of KSU.    Click to expand...  What has tech done in the last decade to get the crowd excited?,13,What has tech done in the last decade to get the crowd excited?
4:48:00 PM,Centex48,End of Q1.   14-0 UCF.   Hope Kittley realizes a 16 burger won’t cut it today.,13,End of Q1. 14-0 UCF. Hope Kittley realizes a 16 burger won’t cut it today.
4:48:00 PM,CactusOnTheBrazos,  chaseallen_44 said:       Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.    Click to expand...  This staff’s ability to evaluate talent is in serious question.,14,This staff’s ability to evaluate talent is in serious question.
4:49:00 PM,Dabox23,Someone just won the kick for Vegas. Maybe that will turn the tide.,14,Someone just won the kick for Vegas. Maybe that will turn the tide.
4:49:00 PM,ehartin,"  mxraider said:       Next year is supposed to be a rebuilding g year, so I’ll go with no.    Click to expand...  What was this year supposed to be?",14,What was this year supposed to be?
4:49:00 PM,RedRaider2014,  NismoRaider said:       Call a time out if you aren’t set. Christ.    Click to expand...  I'd love to see a stat for who holds on to the most timeouts. I think we'd be easily top 10.,14,I'd love to see a stat for who holds on to the most timeouts. I think we'd be easily top 10.
4:49:00 PM,TTwin,"Their coach has brains   kswid27 said:       We are not well coached.    Click to expand...  Understatement.  We have an OC that belongs in G5, and a HC who never was HC at college before.",14,"Understatement. We have an OC that belongs in G5, and a HC who never was HC at college before."
4:49:00 PM,chaseallen_44,  CactusOnTheBrazos said:       This staff’s ability to evaluate talent is in serious question.    Click to expand...  Idk about that to be honest. Talent evals and recruiting is what they are best at.,14,Idk about that to be honest. Talent evals and recruiting is what they are best at.
4:49:00 PM,Used2BScooterTX,"  chaseallen_44 said:       Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.    Click to expand...  It’s already started, my guy",14,"It’s already started, my guy"
4:49:00 PM,TXTDryFly,"  wreckemtech5 said:       Our coaching staff is about two levels below UCF    Click to expand...  Maybe, but no one is better at a kickoff luncheon than Joey.",14,"Maybe, but no one is better at a kickoff luncheon than Joey."
4:49:00 PM,Matador96,End of 1Q thoughts:  Our execution is horrible   We still can’t get off the field on 3rd and long   We were unprepared for the fake FG,14,End of 1Q thoughts: Our execution is horrible We still can’t get off the field on 3rd and long We were unprepared for the fake FG
4:49:00 PM,Red Raidz,  raiderfan77 said:       UCF has one of the worst run defenses in the country…pound the ball with Tahj.    Click to expand...  Does it matter when you spot them a 14 point lead?,14,Does it matter when you spot them a 14 point lead?
4:50:00 PM,NismoRaider,  RedRaider2014 said:       I'd love to see a stat for who holds on to the most timeouts. I think we'd be easily top 10.    Click to expand...   It’s absurd.,14,It’s absurd.
4:50:00 PM,redraider2007,  ttuboat said:       I’m not gonna have to do shit    Click to expand...  The Red Raider football team and its coaching staff are going to have to do it with a bunch of redshirt freshman and sophomores,14,The Red Raider football team and its coaching staff are going to have to do it with a bunch of redshirt freshman and sophomores
4:50:00 PM,Bighunk,"Tech can win this game, but they are going to have to get their head out of their ass and start playing tackle football.",14,"Tech can win this game, but they are going to have to get their head out of their ass and start playing tackle football."
4:50:00 PM,GunsUp5,Trick play lol.,14,Trick play lol.
4:51:00 PM,Rolf C,Fox & Possum.,14,Fox & Possum.
4:51:00 PM,ehartin,A trick play...  All you can do is laugh,14,A trick play... All you can do is laugh
4:51:00 PM,JustinH2006,Why.,14,Why.
4:51:00 PM,Centex48,That was such a poorly run trick play. Extremely obvious from the snap.,14,That was such a poorly run trick play. Extremely obvious from the snap.
4:51:00 PM,NYRaider,"  aliefallstar said:       “Analytics” operate in a vacuum, not in the reality of having team that struggles to score especially when giving up all momentum    Click to expand...  100%. Way too many variables on each and every snap for it to be as simple as the percentages we’re presented with.",14,100%. Way too many variables on each and every snap for it to be as simple as the percentages we’re presented with.
4:51:00 PM,KRaider,If we pullout a miracle win it will be inspite of the coaching.,14,If we pullout a miracle win it will be inspite of the coaching.
4:51:00 PM,TechFan88,  Centex48 said:       Seems like our coaches thought they subbed and apparently they didn’t.    Click to expand...  They did though. UCF ran wildcat without their QB on the field. Then QB subbed in bit shifted out. That is a sub.,14,They did though. UCF ran wildcat without their QB on the field. Then QB subbed in bit shifted out. That is a sub.
4:51:00 PM,DWDJR,  chaseallen_44 said:       Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.    Click to expand...  The losers have been saying it’s unfair to pass judgement until after 2025 since September.,14,The losers have been saying it’s unfair to pass judgement until after 2025 since September.
4:51:00 PM,ronerich,Brooks is an animal.,14,Brooks is an animal.
4:52:00 PM,wreckem88,Wish the team had the heart of #28.,14,Wish the team had the heart of #28.
4:52:00 PM,ttuboat,  redraider2007 said:       The Red Raider football team and its coaching staff are going to have to do it with a bunch of redshirt freshman and sophomores    Click to expand...  Agreed,14,Agreed
4:52:00 PM,J25TxTech,Tahj trying to do it himself. He might be the only guy that can.,14,Tahj trying to do it himself. He might be the only guy that can.
4:52:00 PM,raiderfan77,Nice catch Tharp!,14,Nice catch Tharp!
4:52:00 PM,Dynomite Dolemite,Kittley’s so bad.  That screen should’ve been a pick six.,14,Kittley’s so bad. That screen should’ve been a pick six.
4:52:00 PM,AustinRaider6,Morton is obviously still pretty hurt.  He knew Brown was wide open in the end zone and didn’t trust his arm to get it there.,14,Morton is obviously still pretty hurt. He knew Brown was wide open in the end zone and didn’t trust his arm to get it there.
4:53:00 PM,aliefallstar,I hate WR screens,14,I hate WR screens
4:53:00 PM,madmanmatzke1,Ucf defense and Texas tech coaches doing some job keeping tech offense scoreless.  Can Morton beat them both?   I hope so,14,Ucf defense and Texas tech coaches doing some job keeping tech offense scoreless. Can Morton beat them both? I hope so
4:53:00 PM,skidd6,"UCF offense has some dudes. Fast dudes. Their OL may be subpar but skill positions are P5 level.  Stop their ST from impacting the game (give them the FG). Stop the run, tackle in space & we will be fine defensively.",14,"UCF offense has some dudes. Fast dudes. Their OL may be subpar but skill positions are P5 level. Stop their ST from impacting the game (give them the FG). Stop the run, tackle in space & we will be fine defensively."
4:53:00 PM,Dabox23,Is that true? Why aren’t more DBs blowing up WRs on screens?,14,Is that true? Why aren’t more DBs blowing up WRs on screens?
4:53:00 PM,Bettycawkder,  TheSunshineScooter said:       I think I'd rather go scrub the toilets...    Click to expand...   I just did.  The only bowl ill be watching. At least I won.,14,I just did. The only bowl ill be watching. At least I won.
4:53:00 PM,techsan111,Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger.  Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.,14,Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger. Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.
4:53:00 PM,GunsUp5,Lol,14,Lol
4:53:00 PM,TxTech08,Oh so now they call that on us,14,Oh so now they call that on us
4:54:00 PM,Rolf C,Play took too long.,14,Play took too long.
4:54:00 PM,raiderfan77,Touchdown Red Raiders.,14,Touchdown Red Raiders.
4:54:00 PM,jopritch,"Look at that, we’re right back in it.",14,"Look at that, we’re right back in it."
4:54:00 PM,Rolf C,YESSSSSS!!,15,YESSSSSS!!
4:54:00 PM,jbryanford,"TD  I know many of us seem to want the game to be over, but let's go!",15,"TD I know many of us seem to want the game to be over, but let's go!"
4:54:00 PM,CactusOnTheBrazos,That was a good call Kittley. And good blocking by O Line.,15,That was a good call Kittley. And good blocking by O Line.
4:54:00 PM,aliefallstar,Good job Behren,15,Good job Behren
4:54:00 PM,Centex48,McCray came to play. Get him more involved.,15,McCray came to play. Get him more involved.
4:55:00 PM,tbp59,hope we go for one,15,hope we go for one
4:55:00 PM,txtechx,We needed that,15,We needed that
4:55:00 PM,GrimTrader,I'll give Kittley and Morton credit that was a good drive and we should be able to do that all day. We are better than this team.,15,I'll give Kittley and Morton credit that was a good drive and we should be able to do that all day. We are better than this team.
4:55:00 PM,jbryanford,THEIR D SUCKS. Zero reason to be stopped again.,15,THEIR D SUCKS. Zero reason to be stopped again.
4:55:00 PM,A063597,Why tf do we keep throwing it so much? They can’t tackle brooks,15,Why tf do we keep throwing it so much? They can’t tackle brooks
4:55:00 PM,J. Apodaca,Morton to McCray cuts the deficit in half. Touchdown Red Raiders! UCF 14 | TTU 7 2Q 13:10,15,Morton to McCray cuts the deficit in half. Touchdown Red Raiders! UCF 14 | TTU 7 2Q 13:10
4:55:00 PM,NismoRaider,  TxTech08 said:       Oh so now they call that on us    Click to expand...   It should have been called 3x times on UCF,15,It should have been called 3x times on UCF
4:55:00 PM,mxraider,"  ehartin said:       What was this year supposed to be?    Click to expand...  We have the oldest most experienced team we’ve had in years coming off an 8 win season. This year was supposed to a championship contending year… let that sink In for a minute.  They’ve told us next year is a rebuilding year, let that sink in too.",15,"We have the oldest most experienced team we’ve had in years coming off an 8 win season. This year was supposed to a championship contending year… let that sink In for a minute. They’ve told us next year is a rebuilding year, let that sink in too."
4:55:00 PM,Time To Win,UCF defense isn’t good if We just play and don’t stop ourselves.,15,UCF defense isn’t good if We just play and don’t stop ourselves.
4:55:00 PM,DWDJR,They at least look night and day different with Morton being healthier so I will give them that. The offense should put up plenty of points today. I just no longer think it’s 38+. Will probably be like 45+,15,They at least look night and day different with Morton being healthier so I will give them that. The offense should put up plenty of points today. I just no longer think it’s 38+. Will probably be like 45+
4:55:00 PM,Guardians4312,  Dabox23 said:       Is that true? Why aren’t more DBs blowing up WRs on screens?    Click to expand...  Cause most of the time you have numbers to block it. We just didn’t there. Probably cause we run so man. It was also a really spread out formation for something like that. On top of the defender making a quick read,15,Cause most of the time you have numbers to block it. We just didn’t there. Probably cause we run so man. It was also a really spread out formation for something like that. On top of the defender making a quick read
4:55:00 PM,MacRed,Morton’s arm looks a lot better today.,15,Morton’s arm looks a lot better today.
4:55:00 PM,SwampRayder,  techsan111 said:       Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger.  Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.    Click to expand...  Well Kittley is dumb and McGuire let’s him do whatever.,15,Well Kittley is dumb and McGuire let’s him do whatever.
4:56:00 PM,raiderfan77,  Dabox23 said:       Is that true? Why aren’t more DBs blowing up WRs on screens?    Click to expand...  You know we would get a PI penalty if we did it.,15,You know we would get a PI penalty if we did it.
4:56:00 PM,Path Man,"  Red Raidz said:       Does it matter when you spot them a 14 point lead?    Click to expand...  Early in the 2nd quarter, yeah, I think you can still pound the rock.",15,"Early in the 2nd quarter, yeah, I think you can still pound the rock."
4:56:00 PM,chaseallen_44,  MacRed said:       Morton’s arm looks a lot better today.    Click to expand...  He’s looked really good so far.,15,He’s looked really good so far.
4:56:00 PM,jopritch,These Livvy Dunne Vuori commercials I’ve been getting on YouTube TV are 🔥🔥🔥.,15,These Livvy Dunne Vuori commercials I’ve been getting on YouTube TV are 🔥🔥🔥.
4:56:00 PM,AustinRaider6,"  techsan111 said:       Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger.  Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.    Click to expand...  Since last year, Kittley has a game plan going into the game and never adjusts in game.  It’s either stubbornness or inability.  I do not know which.",15,"Since last year, Kittley has a game plan going into the game and never adjusts in game. It’s either stubbornness or inability. I do not know which."
4:56:00 PM,redraider2007,let’s force a turnover now….or forcing a punt works too,15,let’s force a turnover now….or forcing a punt works too
4:57:00 PM,NYRaider,We’re not having any issues moving the ball against these guys. Just need to get more points on the board.,15,We’re not having any issues moving the ball against these guys. Just need to get more points on the board.
4:57:00 PM,chaseallen_44,  raiderfan77 said:       You know we would get a PI penalty if we did it.    Click to expand...  I missed it but did someone whiff on a block on that screen?,15,I missed it but did someone whiff on a block on that screen?
4:57:00 PM,Centex48,  jbryanford said:       THEIR D SUCKS. Zero reason to be stopped again.    Click to expand...  Agreed. Feels like Tech’s offense from just about any other season would’ve scored on all 3 of our drives.,15,Agreed. Feels like Tech’s offense from just about any other season would’ve scored on all 3 of our drives.
4:57:00 PM,SwampRayder,I learned something new today - you can just blow up a WR if they’re behind the line and you get there quickly enough. They don’t even need to have the ball thrown to them.,15,I learned something new today - you can just blow up a WR if they’re behind the line and you get there quickly enough. They don’t even need to have the ball thrown to them.
4:57:00 PM,wreckem1959,Defense needs to step up,15,Defense needs to step up
4:57:00 PM,TTwin,"  jopritch said:       Look at that, we’re right back in it.    Click to expand...  Yep.  Kittley can ignore Brooks now",15,Yep. Kittley can ignore Brooks now
4:57:00 PM,VivaTerlingua,"  VivaTerlingua said:       Can we for fux sake cover the pass??    Click to expand...     TTwin said:       Their coach has brains  Understatement.  We have an OC that belongs in G5, and a HC who never was HC at college before.    Click to expand...  Remind me where the two winningest coaches in our history were HC’s in college before Tech.",15,"TTwin said: Their coach has brains Understatement. We have an OC that belongs in G5, and a HC who never was HC at college before. Click to expand... Remind me where the two winningest coaches in our history were HC’s in college before Tech."
4:57:00 PM,DWDJR,"If Brooks didn’t dance on the first drive, and if Xavier caught the easy ball on the second drive we have 21 on the board.   I’ll blame the coaches for how this has started but I also think Kittley has been fine. As weird as that is with how this year has gone. The offense looks good. It’s small execution things that are on the players with that side of the ball.",15,"If Brooks didn’t dance on the first drive, and if Xavier caught the easy ball on the second drive we have 21 on the board. I’ll blame the coaches for how this has started but I also think Kittley has been fine. As weird as that is with how this year has gone. The offense looks good. It’s small execution things that are on the players with that side of the ball."
4:58:00 PM,GrimTrader,"  SwampRayder said:       I learned something new today - you can just blow up a WR if they’re behind the line and you get there quickly enough. They don’t even need to have the ball thrown to them.    Click to expand...  Yeah, is that a real thing? I didn't realize that either.",15,"Yeah, is that a real thing? I didn't realize that either."
4:58:00 PM,J. Ramirez,"Loved seeing the patience and footwork there from Behren, blowing my mind how open Drae was but can't complain",15,"Loved seeing the patience and footwork there from Behren, blowing my mind how open Drae was but can't complain"
4:58:00 PM,blackswarm93,Let's get another stop here,15,Let's get another stop here
4:59:00 PM,GrimTrader,"  DWDJR said:       If Brooks didn’t dance on the first drive, and if Xavier caught the easy ball on the second drive we have 21 on the board.  I’ll blame the coaches for how this has started but I also think Kittley has been fine. As weird as that is with how this year has gone. The offense looks good. It’s small execution things that are on the players with that side of the ball.    Click to expand...  Honestly it's just been the fourth down calls this game and unfortunately it's kind of a big deal when you screw those up.",15,Honestly it's just been the fourth down calls this game and unfortunately it's kind of a big deal when you screw those up.
4:59:00 PM,Muhahaha85,The double reverse pass attempt on a random 2nd and 1 is the exact kind of play I was talking about when I recently said I'm not as down on Kittley as most here seem to be but I just keep getting confused by the situations in which he runs these cute plays a few times per game.  The next play being a 14 yard run by Brooks just out an exclamation point on the incomplete pass.,15,The double reverse pass attempt on a random 2nd and 1 is the exact kind of play I was talking about when I recently said I'm not as down on Kittley as most here seem to be but I just keep getting confused by the situations in which he runs these cute plays a few times per game. The next play being a 14 yard run by Brooks just out an exclamation point on the incomplete pass.
5:00:00 PM,Guardians4312,  chaseallen_44 said:       I missed it but did someone whiff on a block on that screen?    Click to expand...  Don’t think so. Was a really spread out formation and he was playing on the LOS to start,15,Don’t think so. Was a really spread out formation and he was playing on the LOS to start
5:00:00 PM,SwampRayder,He retreated so he’s short dumbass,15,He retreated so he’s short dumbass
5:00:00 PM,VivaTerlingua,"  AustinRaider6 said:       Since last year, Kittley has a game plan going into game and next adjusts in game.  It’s either stubbornness or inability.  I do not know which.    Click to expand...  Was supposed to read “never adjusts”??",15,Was supposed to read “never adjusts”??
5:01:00 PM,ttuboat,Wait did we really take that timeout or did ucf use their last one?,16,Wait did we really take that timeout or did ucf use their last one?
5:01:00 PM,jbryanford,Their back RAN back behind the line on his own to lsoe the first down.   Go play in traffic Gus.,16,Their back RAN back behind the line on his own to lsoe the first down. Go play in traffic Gus.
5:01:00 PM,Centex48,"Yeah, Gus, he had the first down and then ran sideways and backwards for 4 seconds and lost it. Shut the fvck up.",16,"Yeah, Gus, he had the first down and then ran sideways and backwards for 4 seconds and lost it. Shut the fvck up."
5:01:00 PM,chaseallen_44,Why did we take a TO and let them review 🤦🏻,16,Why did we take a TO and let them review 🤦🏻
5:01:00 PM,Richards279,Did we just take a time out to give them a chance to review?,16,Did we just take a time out to give them a chance to review?
5:01:00 PM,Spammage,  DWDJR said:       I also think Kittley has been fine.    Click to expand...  Dude is straight up trash as an OC.,16,Dude is straight up trash as an OC.
5:02:00 PM,TTwin,  VivaTerlingua said:       Remind me where the two winningest coaches in our history were HC’s in college before Tech.    Click to expand...  Remind me when Tech has won a conference championship outright.,16,Remind me when Tech has won a conference championship outright.
5:02:00 PM,rimbo74,Refs are sucking Malzahn,16,Refs are sucking Malzahn
5:02:00 PM,mxraider,"Haha, we called a timeout so they could review the play and give them a first down…",16,"Haha, we called a timeout so they could review the play and give them a first down…"
5:02:00 PM,AustinRaider6,  VivaTerlingua said:       Was supposed to read “never adjusts”??    Click to expand...  Well. Yeah.,16,Well. Yeah.
