time_element,username,post_text,thread_page
4:41 PM,rabidraider02,Of course lol,11
4:41 PM,TylerHolloway,Did they really only assess a 5 yard hold there?,11
4:41 PM,PHF_TTU,Lmao,11
4:41 PM,J25TxTech,Unbelievable,11
4:41 PM,aliefallstar,Hahahahahahahahahahahahha,11
4:41 PM,tbp59,we are so stupid,11
4:41 PM,huntcass,Damn that was an awesome play call and that kicker is fast as hell,11
4:41 PM,DWDJR,The other coaches are significantly better than ours.,11
4:41 PM,techsan111,"Kittley is fvcking trash, our WR’s are fvcking trash, our pass rush is fvcking trash, and our pass coverage is fvcking trash.",11
4:41 PM,TTZKM18,Is Ben Roberts the slowest mfer ever?,11
4:42 PM,Rolf C,"  Rolf C said:       Wait, you can try a FG on 4th down??!?    Click to expand...  Ah, no, you can just fake it for a first down.  Suuuucks.",11
4:42 PM,SwampRayder,Pathetic.,11
4:42 PM,jtpmd46,Absolutely pitiful!!!,11
4:42 PM,GrimTrader,I mean I'm mad but that was a pretty well executed fake.,11
4:42 PM,Froda,😂😂😂,11
4:42 PM,chaseallen_44,This team is embarrassing.,11
4:42 PM,aliefallstar,Their kicker is faster than our RB lulz,11
4:42 PM,redraider1212,Special teams is special needs,11
4:42 PM,TheSunshineScooter,"There's one team that wants to win, and the other team is Texas Tech.",11
4:42 PM,NYRaider,We couldn’t even get a lick on that little shit at the end.,11
4:42 PM,ttuboat,Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?,11
4:42 PM,jbryanford,Trying to block kicks with your outside guys is just a HUGE waste of time.... blocks come from up the middle... .keep your outside guys ready for that type of crap... and you stuff him for a five yard loss.,11
4:42 PM,TechRocks,Tech is getting schooled. Special teams was totally asleep.,11
4:42 PM,NoGood1989,this team is so god damn inconsistent,11
4:42 PM,MacRed,I’m calling game.  We just got torched by the kicker.    ,11
4:42 PM,wreckemtech5,Our coaching staff is about two levels below UCF,12
4:42 PM,SwampRayder,The McGuire apologists are going to be fun to hear from after the game.,12
4:42 PM,chaseallen_44,Well coached my ass.,12
4:42 PM,KRaider,They are running trick plays and we forgot how to kick field goals.,12
4:42 PM,mxraider,     Because of course…  Getting out-coached in every facet of the game and their kicker looks faster than the majority of our defense. They should just run jet sweeps to that dude.,12
4:42 PM,koman1,Hate to say it  Being significantly out coached today,12
4:43 PM,wreckem88,Even their kicker is faster than us.,12
4:43 PM,CoachE323,The kicker is faster than every single player on our defense. The f’ing kicker.,12
4:43 PM,alamoraider,Saw that fake a Mile away,12
4:43 PM,Used2BScooterTX,This game is a mismatch so far. UCF +2.5 is free money,12
4:43 PM,Centex48,"One of these teams is playing like it’s senior night at home with bowl eligibility on the line, and it ain’t Tech.",12
4:43 PM,hawkspur,Another game that is simply a ****ing chore to watch.,12
4:43 PM,Bighunk,Our coaches just got their ass handed to them on that fake punt.,12
4:43 PM,CoachE323,  koman1 said:       Hate to say it  Being significantly out coached today    Click to expand...  Again*,12
4:43 PM,rimbo74,Coaches are getting played,12
4:43 PM,TechRocks,Man.. UCF playing high level chess and Tech is playing checkers,12
4:43 PM,techsan111,This is 2022 Baylor vibes. We’re about to lose by 30,12
4:43 PM,AusMan,Getting out coached.,12
4:43 PM,Estebanito,This team ****ing sucks. Worst tech team since Kliffs worst year,12
4:44 PM,CTB19,Imagine showing up this prepared for a road game,12
4:44 PM,redraider2007,We don’t deserve to make a bowl game,12
4:44 PM,rimbo74,WTF are we doing!,12
4:44 PM,jblidell,0-2 on analytics,12
4:44 PM,WelkerforPresident,Gus prepared>Joey,12
4:44 PM,Froda,Yeah coming hard after that. I hate trying to block kicks personally. Feels like more bad happens than good.   Unfortunately this team looks faster and tougher and much better than us.,12
4:44 PM,Centex48,Defense isn’t set for a wildcat formation on the 1 yard line. That sums up the start of the game.,12
4:44 PM,SwampRayder,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  Probably not with this coaching staff.,12
4:44 PM,jopritch,It’s still early.,12
4:44 PM,Mtterrell,Boat racing has commenced.,12
4:44 PM,Jsnid,Is the UCF offensive coordinator available for hire?,12
4:44 PM,ConjugalVisits,  Estebanito said:       This team ****ing sucks. Worst tech team since Kliffs worst year    Click to expand...  This years defense with Kliffs O would be awesome,12
4:44 PM,raiderlex,Better get a tuddy here pretty quick in the second or this is gonna get UGLY. Just doesn't seem like the passion or fire is there which is unfortunate.,12
4:44 PM,CactusOnTheBrazos,Literally walked in for a TD. Sick and tired of being lied to by an ignorant staff.,12
4:45 PM,SoCal Raider,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  Probably 50-50.....we'll probably be picked about 11th in a 16 team Big XII conference.,12
4:45 PM,AustinRaider6,We are not a good team.  Plain and simple.  We have the worst offense TTU has had in the 21st century.,12
4:45 PM,DFWRaider2,Ok we’re done with Tech football and are leaving to go grab a couple of drinks.  This crap against a directional school on our home field is more than we want to take.   Thank you Defense for playing hard and at least trying to salvage this shit show of a season.    ****ing terrible.,12
4:45 PM,Rolf C,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  I think he'll catch some of the mysterious drops Tech has had this season.,12
4:45 PM,TTU15Fan,"Ok, fine, we can’t execute. Why does the defense not even know where to line up pre-snap?",12
4:45 PM,TexasOL05,i hope the recruiting pays off because these guys coach game days like they have never seen a football in their lives,12
4:45 PM,Sectornaut,"Welp, enjoy the rest of y'alls weekend. Happy Thanksgiving!",12
4:45 PM,alamoraider,We couldn’t stop the wildcat last week,13
4:45 PM,ttuboat,  techsan111 said:       This is 2022 Baylor vibes. We’re about to lose by 30    Click to expand...  If we’re lucky or they let up.,13
4:45 PM,82 Matador,They have way more dudes than we have.,13
4:45 PM,kswid27,We are not well coached.,13
4:45 PM,TheSunshineScooter,I think I'd rather go scrub the toilets...,13
4:45 PM,GrimTrader,I'm going to try and speak this into existence and say we finally get our shit together next drive. We can absolutely put some points on this team and need to stop fvcking around now.,13
4:45 PM,PHF_TTU,We really need this coaching staff to recruit and then hand it off to a different staff to actually coach,13
4:45 PM,Dabox23,Does our defense and special teams not realize that Malzahn will try unconventional stuff?  There’s a reason he was at Auburn for so long. Had to try something to compete with Bama.,13
4:45 PM,Froda,I’m still pissed we don’t have 6 and didn’t stopped them on this drive. ****ing idiotic to let them fake you that easily.,13
4:45 PM,lonewolftacos,I’ll take jimbo,13
4:46 PM,CactusOnTheBrazos,"Joey needs to quit bitching. It’s literally YOUR fault we are down 14-0. This is not a high school game, FITFO!",13
4:46 PM,redraider2007,  ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  You’re gonna have to do it with a bunch of redshirt freshmen and sophomores.,13
4:46 PM,chaseallen_44,Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.,13
4:46 PM,4RunnerRaider,UCF looks pretty good and we aren’t helping either,13
4:46 PM,TechRocks,Man.. Tech’s two f’ups on offense really really hurts.,13
4:46 PM,NismoRaider,Call a time out if you aren’t set. Christ.,13
4:46 PM,Tech Addict 06,   ,13
4:46 PM,TechFan88,Why didn't the ref stand over the ball if UCF subbed in their QB? Why did our guys have to run on for defense?,13
4:46 PM,Estebanito,this is why I haven’t been back to Lubbock to watch a game in over decade. Trash football all around,13
4:46 PM,KRaider,Remember when this UCF team lost to Baylor?   ,13
4:46 PM,raiderfan77,Nice return…go get points.,13
4:46 PM,MrLobster420,NO FLAG WOW,13
4:47 PM,tblackshear22,I’m so tired of watching our damn team give away games year after year. Can’t we just have one good year where we play smart?,13
4:47 PM,mxraider,"  DWDJR said:       The other coaches are significantly better than ours.    Click to expand...     koman1 said:       Hate to say it  Being significantly out coached today    Click to expand...  We say they more often than we should. Feel like nearly every week.   ttuboat said:       Alright so 5-7. How we feel about next season? Can we make a bowl with Micah?    Click to expand...  Next year is supposed to be a rebuilding g year, so I’ll go with no.",13
4:47 PM,jbryanford,We've had three explosive plays now and still down 14,13
4:47 PM,Dynomite Dolemite,  82 Matador said:       They have way more dudes than we have.    Click to expand...   3rd tier Florida guys are = tier 1.5 Texas kids.,13
4:47 PM,J25TxTech,  raiderlex said:       Better get a tuddy here pretty quick in the second or this is gonna get UGLY. Just doesn't seem like the passion or fire is there which is unfortunate.    Click to expand...  Crowd isn't great either. No energy. Seems like the second half of KSU.,13
4:47 PM,teezer2,Lots of Tech fans crying about UCF not belonging in B12.   We look outclassed,13
4:47 PM,blackswarm93,Brooks is a beast,13
4:47 PM,wreckem88,Nothing left to be said. It is what it is.,13
4:47 PM,jbryanford,RUN BROOKS RUN BROOKS MIX IN SOMETHING ELSE EVERY ONCE IN A WHILE.,13
4:47 PM,koman1,Tahj wants to win   Toughest runner in CFB,13
4:48 PM,raiderfan77,UCF has one of the worst run defenses in the country…pound the ball with Tahj.,13
4:48 PM,Centex48,  TechFan88 said:       Why didn't the ref stand over the ball if UCF subbed in their QB? Why did our guys have to run on for defense?    Click to expand...  Seems like our coaches thought they subbed and apparently they didn’t.,13
4:48 PM,CactusOnTheBrazos,Should be 7-6 heading into the 2nd but Joey thinks he is still at Cedar Hill.,13
4:48 PM,ttuboat,  redraider2007 said:       You’re gonna have to do it with a bunch of redshirt freshmen and sophomores.    Click to expand...  I’m not gonna have to do shit,13
4:48 PM,txtechx,We better get the running game going. Joey take the points!,13
4:48 PM,aliefallstar,"“Analytics” operate in a vacuum, not in the reality of having team that struggles to score especially when giving up all momentum",13
4:48 PM,kswid27,  J25TxTech said:       Crowd isn't great either. No energy. Seems like the second half of KSU.    Click to expand...  What has tech done in the last decade to get the crowd excited?,13
4:48 PM,Centex48,End of Q1.   14-0 UCF.   Hope Kittley realizes a 16 burger won’t cut it today.,13
4:48 PM,CactusOnTheBrazos,  chaseallen_44 said:       Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.    Click to expand...  This staff’s ability to evaluate talent is in serious question.,14
4:49 PM,Dabox23,Someone just won the kick for Vegas. Maybe that will turn the tide.,14
4:49 PM,ehartin,"  mxraider said:       Next year is supposed to be a rebuilding g year, so I’ll go with no.    Click to expand...  What was this year supposed to be?",14
4:49 PM,RedRaider2014,  NismoRaider said:       Call a time out if you aren’t set. Christ.    Click to expand...  I'd love to see a stat for who holds on to the most timeouts. I think we'd be easily top 10.,14
4:49 PM,TTwin,"Their coach has brains   kswid27 said:       We are not well coached.    Click to expand...  Understatement.  We have an OC that belongs in G5, and a HC who never was HC at college before.",14
4:49 PM,chaseallen_44,  CactusOnTheBrazos said:       This staff’s ability to evaluate talent is in serious question.    Click to expand...  Idk about that to be honest. Talent evals and recruiting is what they are best at.,14
4:49 PM,Used2BScooterTX,"  chaseallen_44 said:       Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.    Click to expand...  It’s already started, my guy",14
4:49 PM,TXTDryFly,"  wreckemtech5 said:       Our coaching staff is about two levels below UCF    Click to expand...  Maybe, but no one is better at a kickoff luncheon than Joey.",14
4:49 PM,Matador96,End of 1Q thoughts:  Our execution is horrible   We still can’t get off the field on 3rd and long   We were unprepared for the fake FG,14
4:49 PM,Red Raidz,  raiderfan77 said:       UCF has one of the worst run defenses in the country…pound the ball with Tahj.    Click to expand...  Does it matter when you spot them a 14 point lead?,14
4:50 PM,NismoRaider,  RedRaider2014 said:       I'd love to see a stat for who holds on to the most timeouts. I think we'd be easily top 10.    Click to expand...   It’s absurd.,14
4:50 PM,redraider2007,  ttuboat said:       I’m not gonna have to do shit    Click to expand...  The Red Raider football team and its coaching staff are going to have to do it with a bunch of redshirt freshman and sophomores,14
4:50 PM,Bighunk,"Tech can win this game, but they are going to have to get their head out of their ass and start playing tackle football.",14
4:50 PM,GunsUp5,Trick play lol.,14
4:51 PM,Rolf C,Fox & Possum.,14
4:51 PM,ehartin,A trick play...  All you can do is laugh,14
4:51 PM,JustinH2006,Why.,14
4:51 PM,Centex48,That was such a poorly run trick play. Extremely obvious from the snap.,14
4:51 PM,NYRaider,"  aliefallstar said:       “Analytics” operate in a vacuum, not in the reality of having team that struggles to score especially when giving up all momentum    Click to expand...  100%. Way too many variables on each and every snap for it to be as simple as the percentages we’re presented with.",14
4:51 PM,KRaider,If we pullout a miracle win it will be inspite of the coaching.,14
4:51 PM,TechFan88,  Centex48 said:       Seems like our coaches thought they subbed and apparently they didn’t.    Click to expand...  They did though. UCF ran wildcat without their QB on the field. Then QB subbed in bit shifted out. That is a sub.,14
4:51 PM,DWDJR,  chaseallen_44 said:       Can’t wait to hear about how the fans need to wait until 2025 or 2026 for a good team.    Click to expand...  The losers have been saying it’s unfair to pass judgement until after 2025 since September.,14
4:51 PM,ronerich,Brooks is an animal.,14
4:52 PM,wreckem88,Wish the team had the heart of #28.,14
4:52 PM,ttuboat,  redraider2007 said:       The Red Raider football team and its coaching staff are going to have to do it with a bunch of redshirt freshman and sophomores    Click to expand...  Agreed,14
4:52 PM,J25TxTech,Tahj trying to do it himself. He might be the only guy that can.,14
4:52 PM,raiderfan77,Nice catch Tharp!,14
4:52 PM,Dynomite Dolemite,Kittley’s so bad.  That screen should’ve been a pick six.,14
4:52 PM,AustinRaider6,Morton is obviously still pretty hurt.  He knew Brown was wide open in the end zone and didn’t trust his arm to get it there.,14
4:53 PM,aliefallstar,I hate WR screens,14
4:53 PM,madmanmatzke1,Ucf defense and Texas tech coaches doing some job keeping tech offense scoreless.  Can Morton beat them both?   I hope so,14
4:53 PM,skidd6,"UCF offense has some dudes. Fast dudes. Their OL may be subpar but skill positions are P5 level.  Stop their ST from impacting the game (give them the FG). Stop the run, tackle in space & we will be fine defensively.",14
4:53 PM,Dabox23,Is that true? Why aren’t more DBs blowing up WRs on screens?,14
4:53 PM,Bettycawkder,  TheSunshineScooter said:       I think I'd rather go scrub the toilets...    Click to expand...   I just did.  The only bowl ill be watching. At least I won.,14
4:53 PM,techsan111,Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger.  Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.,14
4:53 PM,GunsUp5,Lol,14
4:53 PM,TxTech08,Oh so now they call that on us,14
4:54 PM,Rolf C,Play took too long.,14
4:54 PM,raiderfan77,Touchdown Red Raiders.,14
4:54 PM,jopritch,"Look at that, we’re right back in it.",14
4:54 PM,Rolf C,YESSSSSS!!,15
4:54 PM,jbryanford,"TD  I know many of us seem to want the game to be over, but let's go!",15
4:54 PM,CactusOnTheBrazos,That was a good call Kittley. And good blocking by O Line.,15
4:54 PM,aliefallstar,Good job Behren,15
4:54 PM,Centex48,McCray came to play. Get him more involved.,15
4:55 PM,tbp59,hope we go for one,15
4:55 PM,txtechx,We needed that,15
4:55 PM,GrimTrader,I'll give Kittley and Morton credit that was a good drive and we should be able to do that all day. We are better than this team.,15
4:55 PM,jbryanford,THEIR D SUCKS. Zero reason to be stopped again.,15
4:55 PM,A063597,Why tf do we keep throwing it so much? They can’t tackle brooks,15
4:55 PM,J. Apodaca,Morton to McCray cuts the deficit in half. Touchdown Red Raiders! UCF 14 | TTU 7 2Q 13:10,15
4:55 PM,NismoRaider,  TxTech08 said:       Oh so now they call that on us    Click to expand...   It should have been called 3x times on UCF,15
4:55 PM,mxraider,"  ehartin said:       What was this year supposed to be?    Click to expand...  We have the oldest most experienced team we’ve had in years coming off an 8 win season. This year was supposed to a championship contending year… let that sink In for a minute.  They’ve told us next year is a rebuilding year, let that sink in too.",15
4:55 PM,Time To Win,UCF defense isn’t good if We just play and don’t stop ourselves.,15
4:55 PM,DWDJR,They at least look night and day different with Morton being healthier so I will give them that. The offense should put up plenty of points today. I just no longer think it’s 38+. Will probably be like 45+,15
4:55 PM,Guardians4312,  Dabox23 said:       Is that true? Why aren’t more DBs blowing up WRs on screens?    Click to expand...  Cause most of the time you have numbers to block it. We just didn’t there. Probably cause we run so man. It was also a really spread out formation for something like that. On top of the defender making a quick read,15
4:55 PM,MacRed,Morton’s arm looks a lot better today.,15
4:55 PM,SwampRayder,  techsan111 said:       Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger.  Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.    Click to expand...  Well Kittley is dumb and McGuire let’s him do whatever.,15
4:56 PM,raiderfan77,  Dabox23 said:       Is that true? Why aren’t more DBs blowing up WRs on screens?    Click to expand...  You know we would get a PI penalty if we did it.,15
4:56 PM,Path Man,"  Red Raidz said:       Does it matter when you spot them a 14 point lead?    Click to expand...  Early in the 2nd quarter, yeah, I think you can still pound the rock.",15
4:56 PM,chaseallen_44,  MacRed said:       Morton’s arm looks a lot better today.    Click to expand...  He’s looked really good so far.,15
4:56 PM,jopritch,These Livvy Dunne Vuori commercials I’ve been getting on YouTube TV are 🔥🔥🔥.,15
4:56 PM,AustinRaider6,"  techsan111 said:       Kittley pulling out his sauciest trick pass play and it goes for a fat nothing burger.  Meanwhile Tahj is rag dolling multiple UCF defenders on every play and Kittley still rarely goes to him.    Click to expand...  Since last year, Kittley has a game plan going into the game and never adjusts in game.  It’s either stubbornness or inability.  I do not know which.",15
4:56 PM,redraider2007,let’s force a turnover now….or forcing a punt works too,15
4:57 PM,NYRaider,We’re not having any issues moving the ball against these guys. Just need to get more points on the board.,15
4:57 PM,chaseallen_44,  raiderfan77 said:       You know we would get a PI penalty if we did it.    Click to expand...  I missed it but did someone whiff on a block on that screen?,15
4:57 PM,Centex48,  jbryanford said:       THEIR D SUCKS. Zero reason to be stopped again.    Click to expand...  Agreed. Feels like Tech’s offense from just about any other season would’ve scored on all 3 of our drives.,15
4:57 PM,SwampRayder,I learned something new today - you can just blow up a WR if they’re behind the line and you get there quickly enough. They don’t even need to have the ball thrown to them.,15
4:57 PM,wreckem1959,Defense needs to step up,15
4:57 PM,TTwin,"  jopritch said:       Look at that, we’re right back in it.    Click to expand...  Yep.  Kittley can ignore Brooks now",15
4:57 PM,VivaTerlingua,"  VivaTerlingua said:       Can we for fux sake cover the pass??    Click to expand...     TTwin said:       Their coach has brains  Understatement.  We have an OC that belongs in G5, and a HC who never was HC at college before.    Click to expand...  Remind me where the two winningest coaches in our history were HC’s in college before Tech.",15
4:57 PM,DWDJR,"If Brooks didn’t dance on the first drive, and if Xavier caught the easy ball on the second drive we have 21 on the board.   I’ll blame the coaches for how this has started but I also think Kittley has been fine. As weird as that is with how this year has gone. The offense looks good. It’s small execution things that are on the players with that side of the ball.",15
4:58 PM,GrimTrader,"  SwampRayder said:       I learned something new today - you can just blow up a WR if they’re behind the line and you get there quickly enough. They don’t even need to have the ball thrown to them.    Click to expand...  Yeah, is that a real thing? I didn't realize that either.",15
4:58 PM,J. Ramirez,"Loved seeing the patience and footwork there from Behren, blowing my mind how open Drae was but can't complain",15
4:58 PM,blackswarm93,Let's get another stop here,15
4:59 PM,GrimTrader,"  DWDJR said:       If Brooks didn’t dance on the first drive, and if Xavier caught the easy ball on the second drive we have 21 on the board.  I’ll blame the coaches for how this has started but I also think Kittley has been fine. As weird as that is with how this year has gone. The offense looks good. It’s small execution things that are on the players with that side of the ball.    Click to expand...  Honestly it's just been the fourth down calls this game and unfortunately it's kind of a big deal when you screw those up.",15
4:59 PM,Muhahaha85,The double reverse pass attempt on a random 2nd and 1 is the exact kind of play I was talking about when I recently said I'm not as down on Kittley as most here seem to be but I just keep getting confused by the situations in which he runs these cute plays a few times per game.  The next play being a 14 yard run by Brooks just out an exclamation point on the incomplete pass.,15
5:00 PM,Guardians4312,  chaseallen_44 said:       I missed it but did someone whiff on a block on that screen?    Click to expand...  Don’t think so. Was a really spread out formation and he was playing on the LOS to start,15
5:00 PM,SwampRayder,He retreated so he’s short dumbass,15
5:00 PM,VivaTerlingua,"  AustinRaider6 said:       Since last year, Kittley has a game plan going into game and next adjusts in game.  It’s either stubbornness or inability.  I do not know which.    Click to expand...  Was supposed to read “never adjusts”??",15
5:01 PM,ttuboat,Wait did we really take that timeout or did ucf use their last one?,16
5:01 PM,jbryanford,Their back RAN back behind the line on his own to lsoe the first down.   Go play in traffic Gus.,16
5:01 PM,Centex48,"Yeah, Gus, he had the first down and then ran sideways and backwards for 4 seconds and lost it. Shut the fvck up.",16
5:01 PM,chaseallen_44,Why did we take a TO and let them review 🤦🏻,16
5:01 PM,Richards279,Did we just take a time out to give them a chance to review?,16
5:01 PM,Spammage,  DWDJR said:       I also think Kittley has been fine.    Click to expand...  Dude is straight up trash as an OC.,16
5:02 PM,TTwin,  VivaTerlingua said:       Remind me where the two winningest coaches in our history were HC’s in college before Tech.    Click to expand...  Remind me when Tech has won a conference championship outright.,16
5:02 PM,rimbo74,Refs are sucking Malzahn,16
5:02 PM,mxraider,"Haha, we called a timeout so they could review the play and give them a first down…",16
5:02 PM,AustinRaider6,  VivaTerlingua said:       Was supposed to read “never adjusts”??    Click to expand...  Well. Yeah.,16
5:02 PM,DWDJR,  GrimTrader said:       Honestly it's just been the fourth down calls this game and unfortunately it's kind of a big deal when you screw those up.    Click to expand...  I don’t even hate the first one. They just made a play. That was 6 if the lineman doesn’t get his hand on the ball. Second one wasn’t good. But neither should have even gotten there. Players make basic plays on both third downs immediately before those and its never 4th down.  Its DeRuyter that’s lost right now and I didnt like going for the second 4th down which is Joey.,16
5:03 PM,SwampRayder,"  mxraider said:       Haha, we called a timeout so they could review the play and give them a first down…    Click to expand...  The booth called it",16
5:03 PM,Centex48,Gus just forced the ref to review instead of having to use his last TO. That’s bullshit. What a little baby back bitch ref.,16
5:03 PM,Mtterrell,That was a bullshit spot.,16
5:03 PM,cjraider3,Great RIDER POWER!!! No longer ruined by those punks in the early aughts,16
5:04 PM,mxraider,  TTwin said:       Remind me when Tech has won a conference championship outright.    Click to expand...  1955,16
5:04 PM,Sectornaut,What the fvck happened to the radio broadcast?,16
5:04 PM,J. Apodaca,Rabbit rolled his right ankle. Chapman Lewis in.,16
5:05 PM,NYRaider,It’s amazing how easy third and shorts are when your WRs go beyond the sticks.,16
5:05 PM,Rolf C,Demerson in pain,16
5:05 PM,Centex48,Our DBs giving 10-15 yard cushions on third and short is my favorite.,16
5:05 PM,jopritch,"  Centex48 said:       Oh my God. That’s rabbit’s achilles, isn’t it?    Click to expand...  No. He’s riding the bike. Looks like cramps.",16
5:06 PM,4RunnerRaider,Bout time you call a fvcking hold,16
5:06 PM,Centex48,Two extremely obvious holds.,16
5:06 PM,wreckem1959,"This ucf offense is the reason why I wish we didn’t defer on the coin toss. You start the game behind, and are playing catch up",16
5:06 PM,DWDJR,"I get they have speed but we cannot be giving them this type of cushion. Get up tight everywhere, stack the box. They’ll hit some shots but we will do better with this run game and get some stops too. Then we can get into a shoot out with their terrible defense.",16
5:06 PM,raiderlex,We have absolutely zero answers for this offense. Did we even have a plausible defensive plan?,16
5:06 PM,rimbo74,What the hell is wrong with the D?,16
5:07 PM,jbryanford,They hold every play outside the pads.. it could be called every play.,16
5:07 PM,SwampRayder,How the F do we not have an easy play like that on 3rd down easy pass easy catch.,16
5:07 PM,NYRaider,Dunlap dinged up,16
5:07 PM,Dynomite Dolemite,  rimbo74 said:       Refs are sucking Malzahn    Click to expand...   His offense looks pretty effective.,16
5:07 PM,applejax,It sure who to b**** at! Offense or defense!,16
5:07 PM,raiderlex,What's worse: our defense or this godawful broadcast,16
5:08 PM,blackswarm93,Best refs ever,16
5:08 PM,DWDJR,I’m going to stab my eyes out if I have to watch the Kliff era defense again today.,16
5:08 PM,raiderfan77,"  chaseallen_44 said:       I missed it but did someone whiff on a block on that screen?    Click to expand...  No, receiver was one on one with defender.",16
5:08 PM,jbryanford,We really need to get some turnovers this game...,16
5:08 PM,FiscalKliff,"For the love of god, stop a 3rd and long",16
5:08 PM,SwampRayder,QB run for first down incoming,16
5:09 PM,jopritch,I want to see someone take Plumlee’s head off .,17
5:09 PM,rimbo74,"I don’t have faith in the coaches decisions to put our players in situations they can succeed. It’s a weird feeling that the coaches, not the players, will let us down and that sucks",17
5:09 PM,NYRaider,I was worried they had us right where they wanted us on the 3rd and 15. Nice stop,17
5:09 PM,jbryanford,Is Plumlee borderline special?,17
5:09 PM,ehartin,This plumblee guy can jump,17
5:09 PM,J. Apodaca,Cannot catch that White,17
5:09 PM,raiderfan77,"Whenever I see a QB run up the middle versus us, I wish we had a Dwayne Slay on defense.",17
5:09 PM,GunsUp5,WHITE YOU ARE A MORON,17
5:09 PM,Richards279,Time to sit white,17
5:09 PM,redraider15,We are a team of mental midgets.,17
5:09 PM,J. Ramirez,Why is that punt getting fielded X????,17
5:10 PM,Whiterock H0rn,WTF is White doing?  Sigh.,17
5:10 PM,jopritch,What a bad punt return.,17
5:10 PM,NYRaider,That’s a 6th year guy catching the ball at the goal line.,17
5:10 PM,FiscalKliff,We are literal retards,17
5:10 PM,Guardians4312,X…,17
5:10 PM,Used2BScooterTX,We are retarded,17
5:10 PM,rabidraider02,WTF was that.   Jeeezus,17
5:10 PM,OGRaiderRed,Shocking to make a dumber play than we already have but we did it!,17
5:10 PM,DWDJR,Lol  Whatever go score.,17
5:10 PM,wreckemtech5,Sit his ass on the bench,17
5:10 PM,ttuboat,"  raiderlex said:       What's worse: our defense or this godawful broadcast    Click to expand...  Broadcast, easily. It is awful",17
5:10 PM,raiderlex,"Someone get out a shotgun, that QB willingly flew through the air for no gd reason. Dumbass.",17
5:10 PM,TylerHolloway,White having an absolutely forgettable game his last time out. Two huge mental errors.,17
5:10 PM,jbryanford,White not having a great game with the big drop and then that decision.... come on White.. you are much better. You can do it!,17
5:10 PM,AustinRaider6,White playing like a nimrod wasn’t on my bingo card,17
5:10 PM,ttukevin,That was the worst punt catch I’ve ever seen,17
5:10 PM,SwampRayder,I see our ST is still potato,17
5:10 PM,Rover82,senior special,17
5:10 PM,Bighunk,"WTF is White thinking, fielding the punt at the goal line?",17
5:10 PM,Bluefalcon69,worst coached team in America?  Lucky that wasn’t a safety,17
5:10 PM,CumberlandBlues,Does White have money on UCF or something?,17
5:10 PM,techsan111,X. White with arguably the lowest football IQ play of the season and that’s saying a LOT for with team.,17
5:10 PM,Centex48,Xavier a little too giddy about senior night and it ****s our drive. Rough last couple touches for him after a good first catch.,17
5:10 PM,rabidraider02,  Used2BScooterTX said:       We are retarded    Click to expand...  Bigly.  Embarrassing,17
5:10 PM,Dabox23,"As good as special teams was last week, this week??? What was that on the punt return?? How do you lose track that you are inside the 10??!",17
5:10 PM,Used2BScooterTX,  FiscalKliff said:       We are literal retards    Click to expand...     Used2BScooterTX said:       We are retarded    Click to expand...     ,17
5:11 PM,TechFan88,Special teams is special,17
5:11 PM,SoCal Raider,Xavier White out there choking like a dog.,17
5:11 PM,Techbassn,Ahhhh catching a punt at the one yard line. Very nice,17
5:11 PM,Rolf C,Ok so now does Texas Tech have all the dumb plays out of their system? Good plays only going forward!,18
5:11 PM,JoeFlop,White putting the TCEH in Texas Tech,18
5:11 PM,raiderfan77,Who catches a punt on the goal line?,18
5:11 PM,TechRocks,"Xavier White has his head totally up his butt on that. Just a stupid stupid play. Hell, he caught the ball in the end zone. Total lack of awareness as to where he was.",18
5:11 PM,jtpmd46,Dumba**,18
5:11 PM,chaseallen_44,I wonder what Jaylon Hutchings favorite movie is.,18
5:12 PM,RedRaider2014,"  DWDJR said:       Lol  Whatever go score.    Click to expand...  This, I'm going to choose to believe X just wanted to pad offensive stats. Nobody cares about ST stats. 😉",18
5:12 PM,ronerich,"  Techbassn said:       Ahhhh catching a punt at the one yard line. Very nice    Click to expand...   In my 40+ years of watching football, I think that is a first for me to see.",18
5:12 PM,Bettycawkder,   ,18
5:12 PM,raiderlex,  raiderfan77 said:       Who catches a punt on the goal line?    Click to expand...   Someone that is approximately eight to ten years old usually. What a fvcking idiot.,18
5:12 PM,teezer2,  raiderfan77 said:       Who catches a punt on the goal line?    Click to expand...  The Texas Tech Red Raiders,18
