time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
7:47 PM,rcarlson2503,lol wow,17,lol wow,positive
7:47 PM,rabidraider02,That snap fluttered like a damn butterfly,17,That snap fluttered like a damn butterfly,negative
7:47 PM,LakeRanger,McNamara has gone back to long strides. Bad idea.,17,McNamara has gone back to long strides. Bad idea.,negative
7:47 PM,mxraider,"Welp, Im out. You boys take it home.  Good win by the basketball boys though.",17,"Welp, Im out. You boys take it home.  Good win by the basketball boys though.",positive
7:47 PM,techsan111,Im minutes away from flipping to the Stars game.  Were losing this by 50,17,Im minutes away from flipping to the Stars game.  Were losing this by 50,negative
7:47 PM,NJRaider,I thought coach said we got to run the ball.. somone pass it on to kittley,17,I thought coach said we got to run the ball.. somone pass it on to kittley,negative
7:47 PM,Estebanito,Six win season and blow out against Texas.   This season was a failure on all levels from coaches to players to everything,17,Six win season and blow out against Texas.   This season was a failure on all levels from coaches to players to everything,negative
7:47 PM,jkolb,We are UTs Super Bowl,17,We are UTs Super Bowl,negative
7:47 PM,TechRocks,Tech is now imploding,17,Tech is now imploding,negative
7:47 PM,Guardians4312,Please god cut Jayden York from the team.,17,Please god cut Jayden York from the team.,negative
7:47 PM,SARaider19,Fvcking kittley. Pass pass pass pass pass pass. You are fvcking terrible.,17,Fvcking kittley. Pass pass pass pass pass pass. You are fvcking terrible.,negative
7:47 PM,raiderfan77,"Our pass plays take too long to develop. Our OL sucks at pass protection. Run the ball, quick passes.",17,"Our pass plays take too long to develop. Our OL sucks at pass protection. Run the ball, quick passes.",negative
7:47 PM,TTU15Fan,  jkolb said:       Joey said we need to run the ball and get ahead and we come out with 7 straight pass plays.    Click to expand...  You have to wonder what the communication is between them.,17,You have to wonder what the communication is between them.,positive
7:47 PM,TXTDryFly,OL is sh*t,17,OL is sh*t,negative
7:47 PM,txtechx,Good gosh. Offense is inept and I can add special teams to that.,17,Good gosh. Offense is inept and I can add special teams to that.,negative
7:47 PM,MacRed,Lol might be turning this one off early,17,Lol might be turning this one off early,negative
7:47 PM,Coldwater5,Why. Arent. We. Running. Brooks. ?,17,Why. Arent. We. Running. Brooks. ?,negative
7:47 PM,SoCal Raider,The rout is on.,17,The rout is on.,positive
7:47 PM,redraider15,Again. Pissing down our leg.,17,Again. Pissing down our leg.,negative
7:47 PM,Jordon232,knew they were going to get there eventually kids is terrible,17,knew they were going to get there eventually kids is terrible,negative
7:47 PM,Horton570,Theyre sending their backers every single play. We dont have anything to counter that? Geez our offense sucks so bad,17,Theyre sending their backers every single play. We dont have anything to counter that? Geez our offense sucks so bad,negative
7:47 PM,ronerich,Can we just line up and kick the ****in ball instead of doing all this exotic shifting.  What was York doing there?  Pathetic.,17,Can we just line up and kick the ****in ball instead of doing all this exotic shifting.  What was York doing there?  Pathetic.,negative
7:47 PM,kreed07,York may need to be benched for the next few years. What a stupid costly missed assignment,17,York may need to be benched for the next few years. What a stupid costly missed assignment,negative
7:48 PM,jbryanford,"Well, that was not an optimal punt attempt.",17,"Well, that was not an optimal punt attempt.",negative
7:48 PM,stdbtm17,Men against boys. Id be surprised if we are within 4TDs at the end.,17,Men against boys. Id be surprised if we are within 4TDs at the end.,negative
7:48 PM,wreckemtech5,Good job 16. Great effort,17,Good job 16. Great effort,positive
7:48 PM,chaseallen_44,Tech looks so damn disorganized. ,17,Tech looks so damn disorganized. ,negative
7:48 PM,txtech8406,We play and process at a speed 3 notches below Texas.    Embarrassing how situationally clueless Morton is.,17,We play and process at a speed 3 notches below Texas.    Embarrassing how situationally clueless Morton is.,negative
7:48 PM,GrimTrader,Fire that motherfvcker Kittley tomorrow. That sack of shit didn't run it one time that last drive.,17,Fire that motherfvcker Kittley tomorrow. That sack of shit didn't run it one time that last drive.,negative
7:48 PM,MacRed,"Im sorry, but enough with Kittley.   Its time Joey.  He aint the guy.",18,"Im sorry, but enough with Kittley.   Its time Joey.  He aint the guy.",negative
7:48 PM,RaiderSeymore,Thank goodness we pay Kenny Perry 1 mil a year.,18,Thank goodness we pay Kenny Perry 1 mil a year.,positive
7:48 PM,4RunnerRaider,I dont know I mean why not give it to the fvcking NFL running back,18,I dont know I mean why not give it to the fvcking NFL running back,negative
7:48 PM,FiscalKliff,Just a great job play calling Kittley. No hand offs to Brooks. What a clown,18,Just a great job play calling Kittley. No hand offs to Brooks. What a clown,negative
7:48 PM,Clive Bixby,Coaching staff is AWFUL this game! A-W-F-U-L!,18,Coaching staff is AWFUL this game! A-W-F-U-L!,negative
7:48 PM,redraider2007,"This is about to be really, really ugly.",18,"This is about to be really, really ugly.",negative
7:48 PM,TxTchRr,Well that wasn't a very fun first quarter. This UT team is the first one since Mack Brown where I can actually see the paper talent coming through on the field. It's going to be a long night.,18,Well that wasn't a very fun first quarter. This UT team is the first one since Mack Brown where I can actually see the paper talent coming through on the field. It's going to be a long night.,negative
7:48 PM,redraider1212,  TTU15Fan said:       You have to wonder what the communication is between them.    Click to expand...  Hopefully nonexistent in the near future.,18,Hopefully nonexistent in the near future.,negative
7:48 PM,SwampRayder,  jkolb said:       Joey said we need to run the ball and get ahead and we come out with 7 straight pass plays.    Click to expand...  Hes the HC and in charge. Somehow he never overrules Kittley.,18,Hes the HC and in charge. Somehow he never overrules Kittley.,negative
7:48 PM,redstormrising!,They are bringing pressure on every play and on special teams.   Have to adjust.,18,They are bringing pressure on every play and on special teams.   Have to adjust.,negative
7:48 PM,highaltnm,Feed Brooks. Wtf is Joey doing? Hes got to step in.,18,Feed Brooks. Wtf is Joey doing? Hes got to step in.,negative
7:49 PM,rabidraider02,  TTU15Fan said:       You have to wonder what the communication is between them.    Click to expand...  He is the fcking head coach.  I would wxpect it to be extremely short and pointed,18,He is the fcking head coach.  I would wxpect it to be extremely short and pointed,negative
7:49 PM,un5toppa6le,Men vs boys.  That goes for the coaches too,18,Men vs boys.  That goes for the coaches too,negative
7:49 PM,jtpmd46,Watch this game.and understand why we are not elite,18,Watch this game.and understand why we are not elite,negative
7:49 PM,babyphil,It's 2:48 am. I'll give it til 3am,18,It's 2:48 am. I'll give it til 3am,none
7:49 PM,TylerHolloway,"Dropping pics, bad defense, and OL not blocking ANYONE.   Going to be a long night if we dont figure some stuff out.",18,"Dropping pics, bad defense, and OL not blocking ANYONE.   Going to be a long night if we dont figure some stuff out.",negative
7:49 PM,mattmav45,Lol @ anyone who wants to keep playing UT.  This program has proven over multiple decades that it simply isnt up to the task to compete with UT on a consistent basis in football.,18,Lol @ anyone who wants to keep playing UT.  This program has proven over multiple decades that it simply isnt up to the task to compete with UT on a consistent basis in football.,negative
7:49 PM,CharcoalCody,"  B. Golan said:       Not dead yet boys    Click to expand...  Now, our breathing is becoming more erratic.",18,"Now, our breathing is becoming more erratic.",negative
7:49 PM,strive247,So much for playing a perfect game on the road,18,So much for playing a perfect game on the road,negative
7:49 PM,Techbassn,Tahj with 8 yards a pop and we didnt run it once. Kittley is a absolute moron,18,Tahj with 8 yards a pop and we didnt run it once. Kittley is a absolute moron,negative
7:49 PM,bustossa,  Estebanito said:       Six win season and blow out against Texas.   This season was a failure on all levels from coaches to players to everything    Click to expand...  Thought u were gonna stop watching ?,18,Thought u were gonna stop watching ?,negative
7:49 PM,redraider2007,You cant make this many mistakes and play with these guys.,18,You cant make this many mistakes and play with these guys.,negative
7:49 PM,twooth,"Never fails on national TV,  we play like warmed over shit. Totally inept look, coaches and players ass so uptight couldnt drive a nail thru it.",18,"Never fails on national TV,  we play like warmed over shit. Totally inept look, coaches and players ass so uptight couldnt drive a nail thru it.",negative
7:50 PM,82 Matador,60 minutes of,18,60 minutes of,positive
7:50 PM,chaseallen_44,This is 100% being reactive but I could give a sht if anyone on the starting OL entered the portal.,18,This is 100% being reactive but I could give a sht if anyone on the starting OL entered the portal.,negative
7:50 PM,kreed07,"It's over boys, time to watch a some christmas movies.   Kittley needs to run the damn ball but hey at least UT gets the ball to start the half",18,"It's over boys, time to watch a some christmas movies.   Kittley needs to run the damn ball but hey at least UT gets the ball to start the half",negative
7:50 PM,Bighunk,"You could see UT was going to bring the house on 3rd down.  Why no quick pass to TE, he was wide open.  We are beating ourself.  then our punter takes a stutter strep.",18,"You could see UT was going to bring the house on 3rd down.  Why no quick pass to TE, he was wide open.  We are beating ourself.  then our punter takes a stutter strep.",negative
7:50 PM,redstormrising!,"  raiderfan77 said:       Our pass plays take too long to develop. Our OL sucks at pass protection. Run the ball, quick passes.    Click to expand...   This. But ZK is a big brain genius according to Golan so we need to let him do his magic and shut up.",18, This. But ZK is a big brain genius according to Golan so we need to let him do his magic and shut up.,positive
7:50 PM,NYRaider,Level said that was a new look on punt protect. KP probably shouldve left that in the drafts.,18,Level said that was a new look on punt protect. KP probably shouldve left that in the drafts.,negative
7:50 PM,AustinRaider6,"Brooks is averaging 9 yards a carry.  Kittley didnt run him one single time that drive. The most clueless OC weve had in my lifetime, there is no doubt.",18,"Brooks is averaging 9 yards a carry.  Kittley didnt run him one single time that drive. The most clueless OC weve had in my lifetime, there is no doubt.",negative
7:50 PM,TechRocks,McNamara took too long to get the ball off. Result block. Our punt team with back to back screw ups,18,McNamara took too long to get the ball off. Result block. Our punt team with back to back screw ups,negative
7:50 PM,redraider1212,This team has folded when they see the Longhorn logo for all 100 years we have existed.,18,This team has folded when they see the Longhorn logo for all 100 years we have existed.,negative
7:50 PM,Rover82,Was Brooks even in as a blocker on the recent sack?,18,Was Brooks even in as a blocker on the recent sack?,positive
7:50 PM,VivaTerlingua,"  redraider2007 said:       This is about to be really, really ugly.    Click to expand...  I am not currently enjoying my time at DKR Texas Memorial Titos UFCU Stadium very much.",18,I am not currently enjoying my time at DKR Texas Memorial Titos UFCU Stadium very much.,negative
7:50 PM,TxTchRr,  redraider2007 said:       You cant make this many mistakes and play with these guys.    Click to expand...  We honestly couldn't afford to make one mistake man. This UT team is 100% worthy of a CFP berth.,18,We honestly couldn't afford to make one mistake man. This UT team is 100% worthy of a CFP berth.,positive
7:51 PM,TTwin,  AustinRaider6 said:       Brooks gets going?  Pass pass pass    Click to expand...  Right after McGuire says we gotta get Brooks going on 1st down.,18,Right after McGuire says we gotta get Brooks going on 1st down.,positive
7:51 PM,CharcoalCody,  jkolb said:       Joey said we need to run the ball and get ahead and we come out with 7 straight pass plays.    Click to expand...  Guess he assumed that the sideline reporter would tell Kittley.,18,Guess he assumed that the sideline reporter would tell Kittley.,positive
7:51 PM,RRRoundRock,I miss playing aggy but I won't miss playing these insufferable pricks.,18,I miss playing aggy but I won't miss playing these insufferable pricks.,positive
7:51 PM,Tech Addict 06,Damn this is ugly. Were getting worked over on all sides.  Losing by 50 tonight is going to suck.,18,Damn this is ugly. Were getting worked over on all sides.  Losing by 50 tonight is going to suck.,negative
7:51 PM,AtlanticBeachRaider,We look like a bunch of scrubs,18,We look like a bunch of scrubs,negative
7:51 PM,TTUfirebird2008,"  TylerHolloway said:       Dropping pics, bad defense, and OL not blocking ANYONE.  Going to be a long night if we dont figure some stuff out.    Click to expand...   Two drops by receivers, both would have gained big yardageand one ended up as a turnover. The other led to a bad punt and easy scoring territory for UT. We are really good at shooting ourselves in the foot.",19," Two drops by receivers, both would have gained big yardageand one ended up as a turnover. The other led to a bad punt and easy scoring territory for UT. We are really good at shooting ourselves in the foot.",negative
7:51 PM,naturalraider,  txtech8406 said:       We play and process at a speed 3 notches below Texas.   Embarrassing how situationally clueless Morton is.    Click to expand...  Are you kidding? Morton hasnt had a chance.,19,Are you kidding? Morton hasnt had a chance.,negative
7:51 PM,TechAdvisor,They're fired up.  We walked into a buzz saw circa Norman 2008.,19,They're fired up.  We walked into a buzz saw circa Norman 2008.,positive
7:51 PM,Bettycawkder,Cat playing with its nervous food.,19,Cat playing with its nervous food.,none
7:51 PM,NYRaider,"  AustinRaider6 said:       Brooks is averaging 9 yards a carry.  Kittley didnt run him one single time that drive. The most clueless OC weve had in my lifetime, there is no doubt.    Click to expand...  Looks like he panicked just like KSU. Not great.",19,Looks like he panicked just like KSU. Not great.,negative
7:51 PM,lamanfromtx,Theyve given up.,19,Theyve given up.,negative
7:51 PM,GrimTrader,If Kittley doesn't get fired eventually Joey is going to be. He has to be the stupidest son of a bitch to ever call plays for Tech. It's hilarious  McGuire says we are going to run the ball during the time out and then dumbass doesn't run it once.,19,If Kittley doesn't get fired eventually Joey is going to be. He has to be the stupidest son of a bitch to ever call plays for Tech. It's hilarious  McGuire says we are going to run the ball during the time out and then dumbass doesn't run it once.,negative
7:52 PM,NJRaider,How can worthy be that open,19,How can worthy be that open,negative
7:52 PM,Mika28,I still believe. Let's go Tech. Morton Magic.,19,I still believe. Let's go Tech. Morton Magic.,positive
7:52 PM,J. Apodaca,"Ja'Tavion Sanders is down, obviously in a lot of pain.",19,"Ja'Tavion Sanders is down, obviously in a lot of pain.",negative
7:52 PM,Guardians4312,Here we go.   Announcers even gonna push the penalty agenda.,19,Here we go.   Announcers even gonna push the penalty agenda.,negative
7:52 PM,LakeRanger,"  chaseallen_44 said:       Tech looks so damn disorganized.     Click to expand...    Thats one of those things I thought this staff would be good at: Focusing on smart football, few penalties, fewer missed assignments, lining up correctly.    We show so much ineptitude every GD game.",19,"  Thats one of those things I thought this staff would be good at: Focusing on smart football, few penalties, fewer missed assignments, lining up correctly.    We show so much ineptitude every GD game.",positive
7:52 PM,Bettycawkder,  lamanfromtx said:       Theyve given up.    Click to expand...   Don't agree just yet.,19, Don't agree just yet.,negative
7:53 PM,techsan111,Zach Kittley is a loser and I wont be bending on this.  Theres zero excuse for this shit at this point.,19,Zach Kittley is a loser and I wont be bending on this.  Theres zero excuse for this shit at this point.,negative
7:53 PM,redstormrising!,  Techbassn said:       Tahj with 8 yards a pop and we didnt run it once. Kittley is a absolute moron    Click to expand...   It's so infuriating.,19, It's so infuriating.,negative
7:53 PM,wreckem1959,"Radio guys are saying Texas is getting away with holding.  Sure would be nice if we held them to a fg  I will add to the criticism of the OC. Brooks is averaging nine yards a carry, and we throw seven straight passes",19,"Radio guys are saying Texas is getting away with holding.  Sure would be nice if we held them to a fg  I will add to the criticism of the OC. Brooks is averaging nine yards a carry, and we throw seven straight passes",negative
7:53 PM,redraider2007,  TechAdvisor said:       They're fired up.  We walked into a buzz saw circa Norman 2008.    Click to expand...  But we are killing ourselves.,19,But we are killing ourselves.,negative
7:53 PM,TTUfirebird2008,  TechAdvisor said:       They're fired up.  We walked into a buzz saw circa Norman 2008.    Click to expand...   Thats no excuse for our guys dropping the ball when it softly hits them in the hands. 3 massive drops so far.,19, Thats no excuse for our guys dropping the ball when it softly hits them in the hands. 3 massive drops so far.,negative
7:54 PM,babyphil,**** this announcer,19,**** this announcer,negative
7:54 PM,NYRaider,Sanders tackled two of our guys on that play.,19,Sanders tackled two of our guys on that play.,negative
7:54 PM,Jordon232,  GrimTrader said:       If Kittley doesn't get fired eventually Joey is going to be. He has to be the stupidest son of a bitch to ever call plays for Tech. It's hilarious  McGuire says we are going to run the ball during the time out and then dumbass doesn't run it once.    Click to expand...  I hope Joey isnt doing the nice guy thing letting kittley do his thing not saying anything chew him out on the headset tell him to give your best player the damn ball!!,19,I hope Joey isnt doing the nice guy thing letting kittley do his thing not saying anything chew him out on the headset tell him to give your best player the damn ball!!,negative
7:54 PM,RollinCrimson,  NYRaider said:       Looks like he panicked just like KSU. Not great.    Click to expand...  They adjusted and stacked box. If ol blocks we complete passes loosen it up again OL sucks receivers suck  I dont blame Kittley anymore,19,They adjusted and stacked box. If ol blocks we complete passes loosen it up again OL sucks receivers suck  I dont blame Kittley anymore,negative
7:55 PM,TechAdvisor,  babyphil said:       **** this announcer    Click to expand...  Tried to tell people on here this week that Dusty would be a massive UT fan in this game.,19,Tried to tell people on here this week that Dusty would be a massive UT fan in this game.,negative
7:55 PM,SoCal Raider,"  Guardians4312 said:       Here we go.  Announcers even gonna push the penalty agenda.    Click to expand...  Turn off those stupid, gutless biased bastards who are slobbering all over Texas.  Listen to our radio guys.",19,"Turn off those stupid, gutless biased bastards who are slobbering all over Texas.  Listen to our radio guys.",positive
7:55 PM,Guardians4312,  wreckem1959 said:       Radio guys are saying Texas is getting away with holding.  Sure would be nice if we held them to a fg    Click to expand...  Both their TDs had holds IMO. Both on AD Mitchell  One was bad on Rabbit  The other was weak against Lux on the big run. Still need to fill the hole there tho,19,Both their TDs had holds IMO. Both on AD Mitchell  One was bad on Rabbit  The other was weak against Lux on the big run. Still need to fill the hole there tho,positive
7:55 PM,Bettycawkder,  redraider2007 said:       But we are killing ourselves.    Click to expand...   Because they're playing scared. Play calls aside.,19, Because they're playing scared. Play calls aside.,negative
7:55 PM,ttu9,  Guardians4312 said:       Here we go.  Announcers even gonna push the penalty agenda.    Click to expand...   Yep they been sucking UT off 10 seconds in broadcast started.,19, Yep they been sucking UT off 10 seconds in broadcast started.,negative
7:55 PM,TxTchRr,"  redraider2007 said:       But we are killing ourselves.    Click to expand...  We did the same against OU in the first quarter and by the time it was over, the game was done.",19,"We did the same against OU in the first quarter and by the time it was over, the game was done.",negative
7:55 PM,SoCal Raider,  TechAdvisor said:       Tried to tell people on here this week that Dusty would be a massive UT fan in this game.    Click to expand...  You sure as hell did and I agreed with you....it was 100% predictable.,19,You sure as hell did and I agreed with you....it was 100% predictable.,negative
7:56 PM,VivaTerlingua,"  kreed07 said:       York may need to be benched for the next few years. What a stupid costly missed assignment    Click to expand...  Same dude who fielded the punt practically on the goal line against UCF, right?",19,"Same dude who fielded the punt practically on the goal line against UCF, right?",negative
7:56 PM,Dynomite Dolemite,"  AustinRaider6 said:       Brooks is averaging 9 yards a carry.  Kittley didnt run him one single time that drive. The most clueless OC weve had in my lifetime, there is no doubt.    Click to expand...   After Joey told the reporter we need to keep running it.",19, After Joey told the reporter we need to keep running it.,positive
7:56 PM,rcarlson2503,"  SoCal Raider said:       Turn off those stupid, gutless biased bastards who are slobbering all over Texas.  Listen to our radio guys.    Click to expand...  Weve been saying it for years and people still dont listen. Bunch of masocists. Give me the biased Tech guys any day.",19,Weve been saying it for years and people still dont listen. Bunch of masocists. Give me the biased Tech guys any day.,negative
7:56 PM,TechRocks,"  Bighunk said:       You could see UT was going to bring the house on 3rd down.  Why no quick pass to TE, he was wide open.  We are beating ourself.  then our punter takes a stutter strep.    Click to expand...   Frustrating to see us lose our composure on multiple plays. Major screw ups on all 3 sides of the ball.",19, Frustrating to see us lose our composure on multiple plays. Major screw ups on all 3 sides of the ball.,negative
7:56 PM,ttu9,Get to 2nd half and release brooks for 30 carries.. its the game plan,19,Get to 2nd half and release brooks for 30 carries.. its the game plan,positive
7:57 PM,jkolb,Thats a win. Keep it manageable. UT sucks in the second half.,19,Thats a win. Keep it manageable. UT sucks in the second half.,positive
7:57 PM,Guardians4312,Worthy is hurt   I never cheer for an injury but thats huge.,19,Worthy is hurt   I never cheer for an injury but thats huge.,negative
7:57 PM,ronerich,Good job by the defense holding them to a FG attempt.,19,Good job by the defense holding them to a FG attempt.,positive
7:57 PM,rabidraider02,Damn.   Like a damn M*A*S*H unit there,19,Damn.   Like a damn M*A*S*H unit there,negative
7:57 PM,J. Ramirez,Brenden Jordan slow to get up,19,Brenden Jordan slow to get up,negative
7:57 PM,Chrome21,"Bradley getting owned. Xavier White drop OL has no effort and is shook over the size and quickness Dunlap int drop Punt block trying to be cute  You can't beat Texas like this and I called it before the game. Year after year, Texas Tech is legitimately scared of playing Texas.   Even after that decade of awful football from them, we remained scared and got maybe 2 wins?",19,"Bradley getting owned. Xavier White drop OL has no effort and is shook over the size and quickness Dunlap int drop Punt block trying to be cute  You can't beat Texas like this and I called it before the game. Year after year, Texas Tech is legitimately scared of playing Texas.   Even after that decade of awful football from them, we remained scared and got maybe 2 wins?",negative
7:57 PM,FiscalKliff,Wrap everyone in bubble wrap so this game ends today,20,Wrap everyone in bubble wrap so this game ends today,negative
7:58 PM,J. Ramirez,BJ gets up and walks off on his own power,20,BJ gets up and walks off on his own power,positive
7:58 PM,TexasOL05,this is legitimately torture lmao,20,this is legitimately torture lmao,negative
7:58 PM,redraider2007,Nobody for either team can stay healthy,20,Nobody for either team can stay healthy,negative
7:58 PM,NYRaider,Worthy limped off badly according to the radio guys.,20,Worthy limped off badly according to the radio guys.,negative
7:58 PM,Richards279,Morton has 8 completions for 22 yards against the worst pass defense in the league.,20,Morton has 8 completions for 22 yards against the worst pass defense in the league.,negative
7:59 PM,txtechx,  Richards279 said:       Morton has 8 completions for 22 yards against the worst pass defense in the league.    Click to expand...  Amazing,20,Amazing,positive
8:00 PM,Chrome21,Oh I forgot 93 ****ing up the gap blue ran to the house on. A blitz on first down was a bad decision.  Now that the **** ups are out the way. Settle in. Feed Tahj. We needed to keep them off field and went fast paced with horrid blocking and routes.  Coy eakin is the most unathletic receiver I've seen be a top target in this conference.,20,Oh I forgot 93 ****ing up the gap blue ran to the house on. A blitz on first down was a bad decision.  Now that the **** ups are out the way. Settle in. Feed Tahj. We needed to keep them off field and went fast paced with horrid blocking and routes.  Coy eakin is the most unathletic receiver I've seen be a top target in this conference.,positive
8:00 PM,bustossa,Not bad to hold to a field goal,20,Not bad to hold to a field goal,positive
8:00 PM,TTUfirebird2008,  Richards279 said:       Morton has 8 completions for 22 yards against the worst pass defense in the league.    Click to expand...   I can think of about 50 yards lost on 2 drops. Wish our guys could be sharper.,20, I can think of about 50 yards lost on 2 drops. Wish our guys could be sharper.,negative
8:00 PM,AustinRaider6,"Huge job by the D to hold them to 3.  Id say if we could get a TD here Id feel decent all things considered, but we have an OC that doesnt even give his best player the ball 1 single time when hes averaging 9 yards a carry so a TD is not probable.  Hope it happens though.",20,"Huge job by the D to hold them to 3.  Id say if we could get a TD here Id feel decent all things considered, but we have an OC that doesnt even give his best player the ball 1 single time when hes averaging 9 yards a carry so a TD is not probable.  Hope it happens though.",positive
8:00 PM,NJRaider,  Richards279 said:       Morton has 8 completions for 22 yards against the worst pass defense in the league.                          No protection need to run or screen to slow the rush.    Click to expand...  ,20,,none
8:00 PM,Froda,Meanwhile brooks has 45 yards on 5 rushes. Feed the beast!,20,Meanwhile brooks has 45 yards on 5 rushes. Feed the beast!,positive
8:00 PM,ronerich,"Worthy is done for the season.  If he comes back, I'd be shocked.",20,"Worthy is done for the season.  If he comes back, I'd be shocked.",negative
8:00 PM,TTU15Fan,  Richards279 said:       Morton has 8 completions for 22 yards against the worst pass defense in the league.    Click to expand...  Theres no need for a pass defense when you cant get a pass off.,20,Theres no need for a pass defense when you cant get a pass off.,negative
8:00 PM,Guardians4312,Texas fans are gonna find a way to say that hit was dirty.,20,Texas fans are gonna find a way to say that hit was dirty.,negative
8:01 PM,txtech8406,"  naturalraider said:       Are you kidding? Morton hasnt had a chance.    Click to expand...  I mean, its 3rd and long and they are showing blitz.  He takes the snap and literally stands there like a deer in the headlights. instead of anticipating and getting rid of the ball, he concedes a sack.  Not saying he isnt under extreme pressure, but you have to be prepared to get rid of the ball. He process everything so slow.",20,"I mean, its 3rd and long and they are showing blitz.  He takes the snap and literally stands there like a deer in the headlights. instead of anticipating and getting rid of the ball, he concedes a sack.  Not saying he isnt under extreme pressure, but you have to be prepared to get rid of the ball. He process everything so slow.",negative
8:01 PM,techsan111,  RollinCrimson said:       They adjusted and stacked box. If ol blocks we complete passes loosen it up again OL sucks receivers suck  I dont blame Kittley anymore    Click to expand...  If his entire unit is a failure then Im not understanding how you arent blaming him,20,If his entire unit is a failure then Im not understanding how you arent blaming him,negative
8:01 PM,MacRed,Well heres the game.  If you dont answer with a TD here youve got no chance,20,Well heres the game.  If you dont answer with a TD here youve got no chance,negative
8:02 PM,marching_band_mark,There were two players - one from each team - injured on that play. As soon as we find out the status of Xavier Worthy we will let you know.  ,20,There were two players - one from each team - injured on that play. As soon as we find out the status of Xavier Worthy we will let you know.  ,neutral
8:02 PM,mxraider,"  TTUfirebird2008 said:       I wish this game would follow the Oregon script, but feels like its heading for a blowout.    Click to expand...  Agreed.",20,Agreed.,positive
8:02 PM,txtechx,68 yards of offense in 25 minutes for TT. YIKES,20,68 yards of offense in 25 minutes for TT. YIKES,negative
8:02 PM,chaseallen_44,My lord this line.,20,My lord this line.,negative
8:02 PM,RaiderTim,I get UT has more speed.  But their OC does such a better job of getting players the ball in space.,20,I get UT has more speed.  But their OC does such a better job of getting players the ball in space.,negative
8:03 PM,Chrome21,  TexasOL05 said:       this is legitimately torture lmao    Click to expand...  it is especially after watching what mccasland is doing in only 6 games,20,it is especially after watching what mccasland is doing in only 6 games,positive
8:03 PM,OGRaiderRed,Please fire Kittley. I dont care about anything else this offseason. Just end this,20,Please fire Kittley. I dont care about anything else this offseason. Just end this,negative
8:03 PM,Techbassn,White looks SLOW on the returns,20,White looks SLOW on the returns,negative
8:03 PM,houstoncpa,  raidrs1 said:       Just refuses to run the ball!    Click to expand...  maybe they are giving Taj a rest....   chaseallen_44 said:       My lord this line.    Click to expand...  yep our OL is getting manhandled,20,maybe they are giving Taj a rest....   chaseallen_44 said:       My lord this line.    Click to expand...  yep our OL is getting manhandled,negative
8:03 PM,rabidraider02,Do we have to play the 2nd half?,20,Do we have to play the 2nd half?,negative
8:03 PM,jbryanford,They will call every hold on us.... no doubt. Real or close.... Brooks was beating that guy anway sadly.,20,They will call every hold on us.... no doubt. Real or close.... Brooks was beating that guy anway sadly.,negative
8:03 PM,NYRaider,Dooda Banks is hurt. Might be down to Amier Washington and Cofield getting rotation work.,20,Dooda Banks is hurt. Might be down to Amier Washington and Cofield getting rotation work.,none
8:03 PM,MacRed,Welp 6-6,20,Welp 6-6,negative
8:03 PM,RaiderSeymore,Kittley is so bad at his job.  Thats ****in Neal brown shit with a draw on 3rd and 23.    Kittley sucks.,20,Kittley is so bad at his job.  Thats ****in Neal brown shit with a draw on 3rd and 23.    Kittley sucks.,negative
8:04 PM,TxTchRr,Kittley gets a pass from me. This offensive line is just totally outmatched. Game is over.,20,Kittley gets a pass from me. This offensive line is just totally outmatched. Game is over.,negative
8:04 PM,Chrome21,  RaiderTim said:       I get UT has more speed.  But their OC does such a better job of getting players the ball in space.    Click to expand...  Our offensive coordinator has the Kittley name. You do NOT talk about him like that!,20,Our offensive coordinator has the Kittley name. You do NOT talk about him like that!,negative
8:04 PM,SouthForkRaider23,This is bad.,20,This is bad.,negative
8:04 PM,jbryanford,Morton ran into the pressure that time....,20,Morton ran into the pressure that time....,positive
8:04 PM,kswid27,Cool hold,20,Cool hold,positive
8:04 PM,mxraider,  Richards279 said:       Morton has 8 completions for 22 yards against the worst pass defense in the league.    Click to expand...  Hes also had about total seconds to get the ball off on his 15 attempts.,20,Hes also had about total seconds to get the ball off on his 15 attempts.,positive
8:04 PM,bustossa,"yep, blowout",20,"yep, blowout",negative
8:04 PM,redraider2007,Yikes,21,Yikes,negative
8:04 PM,chaseallen_44,  TxTchRr said:       Kittley gets a pass from me. This offensive line is just totally outmatched. Game is over.    Click to expand...     ,21,   ,none
8:05 PM,applejax,Hey that away concede!,21,Hey that away concede!,positive
8:05 PM,NJRaider,My god 1 and 20 and then we run the ball,21,My god 1 and 20 and then we run the ball,negative
8:05 PM,Froda,I hate to badmouth kids but I cant wait for some of these guys to move on and get some new blood in here.,21,I hate to badmouth kids but I cant wait for some of these guys to move on and get some new blood in here.,negative
8:05 PM,txtechx,Weak holding call,21,Weak holding call,negative
8:05 PM,jbryanford,"Run the clock.....  also, we need one of those All American punts here.",21,"Run the clock.....  also, we need one of those All American punts here.",positive
8:05 PM,MacRed,Texas Tech is a basketball school,21,Texas Tech is a basketball school,positive
8:05 PM,raiderfan77,Most disappointing transfers to Texas Tech.  1. Mike Mitchell 2. Ofa Moatau 3. Rusty Staats,21,Most disappointing transfers to Texas Tech.  1. Mike Mitchell 2. Ofa Moatau 3. Rusty Staats,negative
